MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,HRHNEXT,HRH NEXT SERVICES LIMITED,        24.80,        25.00,        25.40,        25.00,        25.40,                   456600.00,18000, ,        39.30,        21.00
N,SM,HVAX,HVAX TECHNOLOGIES LIMITED,       669.95,       667.00,       667.00,       667.00,       667.00,                   100050.00,150, ,      1007.00,       585.20
N,SM,IBLFL,IBL FINANCE LIMITED,        60.90,        58.00,        58.00,        58.00,        58.00,                   116000.00,2000, ,        72.80,        43.95
N,SM,ICELCO,IC ELECTRICALS COMPANY L,       119.25,       120.10,       124.00,       118.05,       119.05,                 10977180.00,91200, ,       183.00,       112.60
N,SM,IDENTICAL,IDENTICAL BRAINS STUDIO L,        19.10,        22.45,        22.45,        18.00,        18.05,                   404800.00,20000, ,        43.60,        14.10
N,ST,IEML,INDIAN EMULSIFIERS LTD,        40.30,        40.20,        42.30,        40.15,        42.05,                  1654675.00,40000, ,       199.60,        37.80
N,SM,IPHL,INDIAN PHOSPHATE LIMITED,        72.75,        71.60,        77.00,        69.05,        74.95,                  3900300.00,54000, ,        84.25,        46.10
N,SM,INFINIUM,INFINIUM PHARMACHEM LTD,       250.00,       255.90,       264.00,       250.10,       264.00,                  3771000.00,14500, ,       282.90,       189.40
N,SM,INFLUX,INFLUX HEALTHTECH LIMITED,       290.40,       296.00,       296.00,       290.00,       291.35,                  1227420.00,4200, ,       315.00,       160.60
N,SM,INFOLLION,INFOLLION RESEARCH SER L,       158.40,       159.90,       160.10,       155.15,       159.80,                  2106700.00,13200, ,       551.00,       151.00
G,ST,INNOMET,INNOMET ADVANCED MATERI L,       276.95,       282.45,       282.45,       282.45,       282.45,                 10507140.00,37200, ,       282.45,        63.15
N,SM,INSPIRE,INSPIRE FILMS LIMITED,         8.05,         8.45,         8.45,         8.45,         8.45,                    33800.00,4000, ,        22.45,         6.80
N,SM,IPSL,INTEGRATED PERSO SER LTD,       210.00,       215.00,       215.00,       215.00,       215.00,                   107500.00,500, ,       385.00,       172.05
N,ST,INTEGRITY,INTEGRITY INFRABUILD DE L,       171.05,       175.00,       175.00,       175.00,       175.00,                   210000.00,1200, ,       175.35,       100.05
N,SM,INM,INTERIORS & MORE LIMITED,       148.00,       151.00,       151.00,       141.05,       148.00,                  1058610.00,7200, ,       689.00,       141.05
N,SM,INVICTA,INVICTA DIAGNOSTIC LTD,        68.30,        68.00,        68.00,        68.00,        68.00,                   108800.00,1600, ,       105.00,        58.10
N,SM,ISHAN,ISHAN INTERNATIONAL LTD,         0.50,         0.50,         0.55,         0.50,         0.55,                    50400.00,96000, ,         0.95,         0.45
N,SM,ITALIANE,ITALIAN EDIBLES LIMITED,        32.00,        33.00,        33.50,        33.00,        33.50,                   400600.00,12000, ,        49.00,        24.05
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       462.25,       470.00,       485.35,       470.00,       485.35,                 13895370.00,28800, ,       539.40,       119.05
N,SM,JAINAM,JAINAM FER ALLOYS (I) LTD,       214.00,       203.50,       203.50,       203.30,       203.50,                   610400.00,3000, ,       315.00,       169.00
N,SM,JAINIK,JAINIK POWER CABLES LTD,       204.50,       206.40,       212.00,       206.40,       209.20,                  2744160.00,13200, ,       221.00,       102.25
G,ST,JALAN,JALAN TRANSOLU. INDIA LTD,         1.85,         1.80,         1.80,         1.80,         1.80,                    10800.00,6000, ,         5.55,         1.50
N,SM,JAYBEE,JAY BEE LAMINATIONS LTD,        84.95,        84.95,        86.55,        84.35,        84.35,                   851925.00,10000, ,       232.00,        70.00
N,SM,KORE,JAY JALARAM TECHNO LTD,       112.55,       118.80,       123.80,       118.55,       123.80,                  7109375.00,58000, ,       212.30,        85.00
N,SM,JAYESH,JAYESH LOGISTICS LIMITED,       132.65,       132.65,       134.40,       130.05,       134.40,                  5009150.00,38000, ,       200.00,       106.35
N,ST,JEYYAM,JEYYAM GLOBAL FOODS LTD,        22.40,        22.00,        22.65,        22.00,        22.15,                   976400.00,44000, ,        74.50,        21.60
N,SM,JFLLIFE,JFL LIFE SCIENCES LIMITED,         9.80,         9.85,         9.85,         9.85,         9.85,                    59100.00,6000, ,        15.40,         8.55
N,SM,JIWANRAM,JIWANRAM SHEODUTTRA IND L,         4.35,         4.40,         4.40,         4.30,         4.30,                   104100.00,24000, ,         8.30,         4.30
N,SM,JYOTIGLOBL,JYOTI GLOBAL PLAST LTD,        38.50,        40.40,        40.40,        38.00,        40.30,                  1196300.00,30000, ,        77.75,        27.05
N,ST,K2INFRA,K2 INFRAGEN LIMITED,        48.95,        50.45,        50.45,        48.70,        48.80,                   296040.00,6000, ,        82.80,        40.80
N,SM,KKJEWELS,KABRA JEWELS LIMITED,        99.50,        99.00,        99.00,        98.00,        98.00,                   197000.00,2000, ,       119.00,        72.10
N,SM,KALANA,KALANA ISPAT LIMITED,        19.30,        19.95,        19.95,        18.55,        18.80,                   713600.00,38000, ,        45.90,        15.10
N,SM,KANDARP,KANDARP DG SMART BPO LTD,        92.90,        97.00,        97.00,        97.00,        97.00,                    97000.00,1000, ,       169.00,        85.05
N,SM,KARNIKA,KARNIKA INDUSTRIES LTD,       115.55,       115.85,       120.00,       115.00,       118.30,                  5390150.00,46000, ,       224.95,        90.25
N,SM,KATARIA,KATARIA INDUSTRIES LTD,       103.85,       105.00,       107.75,       105.00,       107.45,                   320580.00,3000, ,       125.85,        85.50
N,SM,KLL,KAUSHALYA LOGISTICS LTD,        24.65,        24.15,        25.00,        24.15,        25.00,                   296480.00,12000, ,        75.40,        21.00
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,        79.10,        79.00,        80.40,        78.10,        79.10,                   870375.00,11000, ,       294.00,        74.00
N,SM,KAYTEX,KAYTEX FABRICS LIMITED,        55.35,        58.25,        58.25,        56.50,        56.50,                   273960.00,4800, ,       130.00,        50.35
N,ST,KCK,KCK INDUSTRIES LTD,        14.90,        14.35,        15.40,        14.35,        15.35,                   762250.00,50000, ,        46.90,        11.60
N,SM,KEN,KEN ENTERPRISES LIMITED,        40.00,        39.00,        39.00,        39.00,        39.00,                   140400.00,3600, ,        54.85,        29.00
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        43.95,        44.95,        44.95,        44.95,        44.95,                    69672.50,1550, ,        86.70,        42.00
N,ST,KODYTECH,KODY TECHNOLAB LIMITED,      1567.00,      1570.00,      1596.00,      1550.10,      1569.95,                  9473895.00,6000, ,      1596.00,       556.05
N,ST,KONSTELEC,KONSTELEC ENGINEERS LTD,        62.05,        62.05,        64.75,        61.90,        62.05,                  3201650.00,51000, ,        75.65,        28.00
N,SM,KONTOR,KONTOR SPACE LIMITED,        53.50,        52.95,        52.95,        52.95,        52.95,                    31770.00,600, ,        87.00,        51.00
N,SM,KDL,KORE DIGITAL LIMITED,        90.50,        92.95,        92.95,        90.75,        92.45,                  1285875.00,13950, ,       285.00,        84.05
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,       161.95,       158.50,       161.85,       158.50,       161.85,                  1046050.00,6500, ,       225.60,       138.00
N,SM,KRMAYURVED,KRM AYURVEDA LIMITED,       282.90,       279.00,       287.90,       277.05,       287.85,                 15765000.00,56000, ,       343.95,       156.15
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,        83.65,        83.50,        85.00,        81.05,        81.80,                   856480.00,10400, ,       165.90,        73.15
N,ST,LAMOSAIC,LAMOSAIC INDIA LIMITED,        61.40,        60.50,        61.00,        59.60,        60.85,                  4387290.00,72000, ,        61.55,        20.45
N,SM,LRRPL,LEAD REC AND RUB PROD LTD,        86.90,        87.00,        88.00,        87.00,        88.00,                   262500.00,3000, ,        98.90,        59.15
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,        57.50,        56.35,        60.00,        55.05,        58.00,                   511950.00,9000, ,        98.90,        34.80
N,SM,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       225.10,       236.35,       236.35,       236.35,       236.35,                  2836200.00,12000, ,       819.00,       152.05
N,ST,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,       232.00,       238.00,       238.00,       230.00,       236.00,                  4689750.00,20000, ,       260.00,       108.60
N,ST,MRIL,MAHENDRA REALTO & INFRA L,        60.15,        58.00,        58.00,        57.30,        57.30,                   276160.00,4800, ,        82.00,        29.05
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,       295.00,       285.00,       290.00,       285.00,       290.00,                   431250.00,1500, ,       308.80,       131.00
N,SM,MAITREYA,MAITREYA MEDICARE LIMITED,       123.90,       120.00,       120.00,       120.00,       120.00,                    48000.00,400, ,       292.95,       107.50
N,SM,MAKS,MAKS ENERGY SOL INDIA LTD,        14.40,        15.10,        15.10,        15.10,        15.10,                    22650.00,1500, ,        36.00,        12.65
N,ST,MPEL,MANAS POLYMER N ENERGIE L,        26.05,        27.35,        27.35,        27.35,        27.35,                    87520.00,3200, ,       153.90,        23.50
N,SM,MAL,MANGALAM ALLOYS LIMITED,        34.75,        38.05,        38.20,        37.25,        38.20,                  6775120.00,177600, ,        63.25,        28.95
N,SM,MIEL,MANGLAM INFRA & ENG LTD,        12.30,        11.75,        12.10,        11.70,        11.85,                   189000.00,16000, ,        31.50,        10.70
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,        32.20,        32.80,        32.80,        31.15,        31.15,                   382875.00,12000, ,        46.50,        26.60
N,SM,MARUSHIKA,MARUSHIKA TECHNOLOGY LTD,       110.00,       110.00,       110.00,       109.60,       109.60,                   395040.00,3600, ,       123.00,        78.10
N,SM,MASON,MASON INFRATECH LIMITED,       117.20,       116.25,       116.25,       113.40,       113.90,                  1147650.00,10000, ,       220.00,       101.20
N,SM,MASTER,MASTER COMPONENTS LIMITED,       426.00,       429.95,       430.00,       429.95,       429.95,                   429975.00,1000, ,       502.00,       282.50
N,SM,MGSL,MATRIX GEO SOLUTIONS LTD,        74.55,        75.05,        76.50,        72.50,        73.80,                  1247340.00,16800, ,       120.00,        57.20
N,SM,MAXPOSURE,MAXPOSURE LIMITED,        29.00,        29.30,        30.70,        29.30,        29.80,                  5668650.00,189000, ,        62.50,        29.00
N,SM,MAXVOLT,MAXVOLT ENERGY INDUS L,       328.40,       328.40,       334.70,       321.25,       324.80,                  7712900.00,23600, ,       509.00,       213.00
N,SM,MCON,MCON RASAYAN INDIA LTD,        42.50,        44.60,        44.60,        44.00,        44.00,                   356100.00,8000, ,        94.00,        37.30
N,SM,MEDIORG,MEDICAMEN ORGANICS LTD,        25.65,        26.50,        26.70,        26.50,        26.50,                  1166400.00,44000, ,        38.00,        19.10
N,SM,MEDISTEP,MEDISTEP HEALTHCARE LTD,        22.80,        23.50,        23.50,        22.85,        22.90,                   278250.00,12000, ,        38.00,        16.50
N,SM,MEGAFLEX,MEGA FLEX PLASTICS LTD,        95.00,        95.00,        95.00,        91.00,        91.00,                   558000.00,6000, ,       155.05,        43.50
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,       205.10,       207.00,       232.95,       207.00,       228.75,                 12563740.00,58000, ,       316.95,       170.00
N,ST,METALIC,METALIC TECHNOFORGE LTD,       137.00,       135.00,       141.50,       134.50,       134.65,                  6579920.00,48000, ,       161.95,        81.40
N,SM,MILTON,MILTON INDUSTRIES LIMITED,        36.50,        36.50,        38.30,        34.70,        38.10,                   743270.00,19800, ,        53.50,        24.85
N,SM,MOBILISE,MOBILISE APP LAB LIMITED,       113.75,       108.15,       108.15,       108.15,       108.15,                   173040.00,1600, ,       125.90,        45.00
N,SM,MONOPHARMA,MONO PHARMACARE LIMITED,         8.95,         8.65,         8.95,         8.65,         8.95,                    53100.00,6000, ,        25.50,         7.50
N,SM,MONOLITH,MONOLITHISCH INDIA LTD,      1286.10,      1295.00,      1295.00,      1240.00,      1265.65,                 42226700.00,33250, ,      1298.00,       367.00
N,ST,MOS,MOS UTILITY LIMITED,         7.90,         7.55,         7.55,         7.55,         7.55,                  1147600.00,152000, ,        55.55,         7.55
N,SM,MMEL,MOVING MEDIA ENTER LTD,        24.50,        24.55,        25.75,        24.00,        25.25,                  1334200.00,54000, ,        73.25,        20.00
N,SM,MUNISH,MUNISH FORGE LIMITED,        82.55,        82.00,        83.95,        82.00,        83.05,                  1294980.00,15600, ,       143.00,        50.20
N,SM,MYMUDRA,MY MUDRA FINCORP LIMITED,        70.00,        66.35,        74.00,        66.35,        72.00,                  1208580.00,16800, ,       119.10,        63.00
N,SM,NRVANDANA,N R VANDANA TEX IND LTD,        68.10,        69.90,        69.90,        69.90,        69.90,                   209700.00,3000, ,        82.90,        41.00
N,SM,NAMAN,NAMAN INDUSTRE PRXIMA LTD,        40.00,        40.10,        40.10,        40.10,        40.10,                   128320.00,3200, ,        99.90,        37.00
N,ST,NAMOEWASTE,NAMO EWASTE MANAGEMENT L,       262.20,       264.90,       275.30,       262.15,       274.10,                  8683240.00,32000, ,       319.40,       134.00
N,SM,NEOCHEM,NEOCHEM BIO SOLUTIONS LTD,        96.10,        94.05,        98.05,        94.00,        95.25,                  1488840.00,15600, ,       121.00,        63.00
N,SM,NEPHROCARE,NEPHRO CARE INDIA LIMITED,        98.00,        98.00,        98.50,        89.95,        93.55,                  2523720.00,26800, ,       173.95,        50.05
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       174.00,       175.00,       175.00,       175.00,       175.00,                    87500.00,500, ,       246.90,       137.00
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        23.90,        23.80,        24.00,        23.70,        23.85,                   190480.00,8000, ,        39.15,        17.40
N,SM,NFPSAMPOOR,NFP SAMPOORNA FOODS LTD,        20.50,        20.60,        20.60,        20.60,        20.60,                   123600.00,6000, ,        54.50,        20.45
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        14.85,        15.45,        15.45,        14.10,        14.10,                    89500.00,6000, ,        24.90,        11.50
N,SM,NIKITA,NIKITA GRENTEC RECYCL LTD,        71.55,        72.50,        72.50,        72.50,        72.50,                   174000.00,2400, ,       156.00,        67.15
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,        28.35,        29.00,        29.50,        28.20,        28.30,                   351540.00,12300, ,       231.00,        28.00
N,SM,OBSCP,OBSC PERFECTION LIMITED,       841.90,       848.05,       856.95,       833.15,       835.75,                 22207880.00,26400, ,       921.00,       269.95
N,SM,OMFURN,OMFURN INDIA LIMITED,        56.50,        55.00,        55.00,        53.85,        53.85,                   195240.00,3600, ,       140.00,        38.00
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,       291.55,       312.55,       340.00,       281.00,       289.60,                  3693870.00,12300, ,       340.00,       100.00
N,SM,OLIL,ONECLICK LOGISTICS IND L,       408.65,       404.00,       427.05,       399.10,       427.05,                  9499900.00,23200, ,       479.90,       210.50
N,ST,ONYX,ONYX BIOTEC LIMITED,        39.25,        37.50,        38.75,        37.30,        37.50,                  4721600.00,126000, ,        51.00,        24.20
N,SM,OPTIMYSTIX,OPTIMYSTIX ENT INDIA LTD,       144.60,       145.00,       150.00,       140.00,       141.85,                  6703080.00,46400, ,       195.00,       140.00
N,ST,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,       165.80,       166.50,       174.05,       166.50,       174.05,                  9082480.00,52800, ,       202.00,        56.05
N,SM,ORIANA,ORIANA POWER LIMITED,      1239.70,      1251.00,      1251.00,      1181.00,      1205.70,                 88427857.50,73425, ,      3064.00,      1174.95
N,SM,OSELDEVICE,OSEL DEVICES LIMITED,       383.90,       398.40,       398.40,       381.10,       385.15,                  3629480.00,9400, ,       835.00,       357.15
N,ST,OWAIS,OWAIS METAL & MINERAL,        80.80,        80.10,        81.90,        79.20,        80.45,                   819430.00,10300, ,       580.00,        58.10
N,ST,PSRAJ,P S RAJ STEELS LIMITED,        80.00,        77.20,        84.00,        77.20,        83.95,                  4133125.00,50000, ,       439.95,        76.10
N,SM,PROPEQUITY,P. E. ANALYTICS LIMITED,       210.00,       229.95,       230.00,       225.00,       225.00,                   824370.00,3600, ,       268.00,       145.00
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        48.00,        49.00,        50.00,        47.50,        47.50,                   411060.00,8400, ,        63.00,        34.10
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,        35.10,        36.85,        36.85,        36.85,        36.85,                    88440.00,2400, ,        64.00,        29.85
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        33.00,        33.10,        34.00,        33.05,        34.00,                  1401600.00,42000, ,        43.05,        21.15
N,SM,PARIN,PARIN ENTERPRISES LIMITED,       713.85,       735.00,       735.00,       699.00,       716.30,                  6116300.00,8500, ,       748.00,       440.00
N,SM,PARTH,PARTH ELEC & ENG LTD,       537.00,       537.50,       545.00,       523.00,       525.70,                  7226020.00,13600, ,       546.00,       188.55
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       264.45,       265.05,       284.90,       265.00,       279.35,                 74184060.00,271800, ,       284.90,       112.05
N,SM,PELATRO,PELATRO LIMITED,       364.00,       364.00,       395.00,       356.00,       391.75,                 16891605.00,44400, ,       440.00,       246.00
N,SM,PENTAGON,PENTAGON RUBBER LIMITED,        74.85,        82.30,        82.30,        82.20,        82.30,                  2715650.00,33000, ,        99.50,        49.15
N,SM,PCCL,PETRO CARBON AND CHEMI L,       440.55,       444.95,       444.95,       423.05,       425.15,                  6240180.00,14400, ,       444.95,       168.40
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       112.95,       112.25,       119.80,       112.25,       116.85,                  3638655.00,31200, ,       311.00,       112.25
N,SM,PPSL,PICTUREPOST STUDIOS LTD,         2.85,         2.80,         2.90,         2.80,         2.85,                   127050.00,45000, ,        16.15,         2.10
N,SM,PLADAINFO,PLADA INFOTECH SERVICES L,        10.35,        10.80,        10.85,        10.80,        10.85,                   162300.00,15000, ,        20.30,         9.05
N,SM,POLYSIL,POLYSIL IRRIGATION SYST L,        67.05,        70.40,        70.40,        70.40,        70.40,                   492800.00,7000, ,       356.75,        47.25
N,SM,POSITRON,POSITRON ENERGY LIMITED,       171.00,       171.50,       181.00,       171.00,       180.00,                  4127910.00,23400, ,       395.00,       105.90
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       103.25,       102.45,       104.85,       101.25,       102.25,                   666625.00,6500, ,       374.80,       101.10
N,SM,PRAMODINI,PRAMODINI MEDICARE LTD,       115.25,       115.00,       116.95,       114.05,       114.80,                  5412660.00,46800, ,       125.95,       111.55
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,        39.90,        41.45,        47.85,        41.45,        47.85,                  2040880.00,43200, ,        86.90,        37.00
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       120.00,       119.00,       119.00,       119.00,       119.00,                   142800.00,1200, ,       196.00,       100.00
N,ST,PRECISION,PRECISION METALIKS LTD,         6.45,         6.50,         6.50,         6.50,         6.50,                    13000.00,2000, ,        22.85,         6.20
N,SM,PRLIND,PREMIER ROADLINES LIMITED,        38.85,        38.65,        39.00,        37.60,        38.05,                  3894550.00,102000, ,        93.00,        37.60
N,SM,PREMIUM,PREMIUM PLAST LIMITED,        41.20,        41.25,        42.20,        38.00,        38.00,                   866850.00,21000, ,        46.00,        29.80
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        34.30,        35.00,        35.00,        32.40,        33.05,                  1832760.00,55200, ,        89.00,        24.00
N,ST,PRIMECAB,PRIME CABLE INDUSTRIES L,       200.00,       198.00,       209.35,       194.00,       197.50,                  5068880.00,25600, ,       222.00,        70.40
G,ST,PRIZOR,PRIZOR VIZTECH LIMITED,      1176.90,      1161.00,      1200.40,      1161.00,      1200.40,                  7594400.00,6400, ,      1200.40,       216.65
N,SM,PROFX,PRO FX TECH LIMITED,        76.10,        77.00,        77.00,        77.00,        77.00,                   123200.00,1600, ,       114.00,        56.00
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,        79.00,        78.00,        79.00,        78.00,        79.00,                    78500.00,1000, ,       142.45,        56.05
N,SM,PROPSHOP,PROPSHOP EVENTS AND EXH L,        69.60,        69.00,        72.00,        66.05,        70.10,                 12086000.00,174000, ,        80.00,        52.45
N,SM,PROV,PROVENTUS AGROCOM LIMITED,      1875.00,      1875.00,      1925.00,      1875.00,      1910.00,                   456800.00,240, ,      1940.00,       815.10
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        22.95,        22.40,        22.40,        22.05,        22.10,                   355300.00,16000, ,        44.25,        21.35
N,ST,PURPLEUTED,PURPLE UNITED SALES LTD,       396.65,       400.00,       416.45,       400.00,       416.20,                 16713800.00,40750, ,       587.95,       244.45
N,SM,PURVFLEXI,PURV FLEXIPACK LIMITED,        48.20,        45.80,        47.00,        45.80,        45.80,                   514920.00,11200, ,       124.95,        37.00
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       110.00,       106.55,       108.95,       106.25,       108.95,                   859500.00,8000, ,       148.75,        81.15
N,SM,QLINE,Q-LINE BIOTECH LIMITED,       637.60,       637.60,       655.00,       635.00,       639.60,                 41382200.00,64400, ,       659.75,       431.00
N,SM,QUADPRO,QUADPRO ITES LIMITED,         2.45,         2.50,         2.50,         2.50,         2.50,                    60000.00,24000, ,         3.45,         1.85
N,SM,QUESTLAB,QUEST LABORATORIES LTD,        84.80,        85.05,        85.50,        84.90,        85.50,                   510420.00,6000, ,       152.60,        84.00
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        15.25,        14.70,        16.00,        14.70,        16.00,                    77725.00,5000, ,        51.00,        14.70
N,SM,RILINFRA,RACHANA INFRA LTD,        35.10,        36.00,        36.00,        35.05,        35.15,                   173305.00,4900, ,        47.50,        27.60
N,ST,RADIOWALLA,RADIOWALLA NETWORK LTD,        30.20,        28.70,        28.70,        28.70,        28.70,                   229600.00,8000, ,        72.00,        22.20
N,ST,RCDL-RE,RAJGOR CAST DERIVATI LTD,         2.10,         2.50,         2.50,         2.30,         2.45,                   849600.00,342000, ,         6.25,         1.75
N,SM,RCDL,RAJGOR CASTOR DERIVATI L,        15.65,        15.05,        15.50,        14.10,        14.15,                  1782900.00,123000, ,        35.00,        14.10
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       216.55,       220.00,       221.00,       217.00,       219.95,                  1315000.00,6000, ,       299.00,       169.00
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,        63.55,        62.05,        63.00,        62.05,        63.00,                   187575.00,3000, ,        95.00,        60.00
N,SM,RBS,RAMDEVBABA SOLVENT LTD,        88.50,        88.50,        90.75,        88.00,        88.10,                   496200.00,5600, ,       134.00,        58.80
N,SM,RAPIDFLEET,RAPID FLEET MGT SERVICE L,       232.00,       233.15,       234.10,       233.00,       233.00,                  5460060.00,23400, ,       244.90,       158.00
N,SM,RBMINFRA,RBM INFRACON LIMITED,       244.40,       244.40,       245.60,       233.00,       236.90,                  2397720.00,10000, ,       524.80,       221.00
N,SM,READYMIX,READYMIX CONSTRU MACHI L,        78.20,        78.85,        78.85,        74.65,        76.00,                  1611200.00,21000, ,       175.00,        68.80
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        25.50,        24.65,        25.35,        24.25,        25.25,                  1097000.00,45000, ,        62.00,        24.25
N,SM,REMUS,REMUS PHARMACEUTICALS L,       894.10,       886.05,       906.00,       886.05,       890.05,                  2685400.00,3000, ,       987.50,       580.00
N,SM,RNPL,RENOL POLYCHEM LIMITED,        81.50,        82.00,        83.00,        79.00,        79.00,                   589800.00,7200, ,       158.00,        69.05
N,ST,RICHA,RICHA INFO SYSTEMS LTD,        81.00,        78.00,        78.00,        78.00,        78.00,                    78000.00,1000, ,        95.00,        50.00
N,SM,RITEZONE,RITE ZONE CHEMCON IND LTD,        19.65,        20.50,        20.50,        20.50,        20.50,                    65600.00,3200, ,        36.55,        13.80
N,SM,RNFI,RNFI SERVICES LIMITED,       299.75,       303.00,       309.30,       297.10,       299.15,                 30242070.00,100200, ,       404.00,       216.00
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       227.15,       220.00,       239.80,       216.90,       234.25,                  2079762.50,9000, ,       283.85,       123.90
N,SM,ROXHITECH,ROX HI TECH LIMITED,        47.50,        46.05,        47.60,        46.05,        46.30,                  1126960.00,24000, ,        58.90,        22.95
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       109.60,       105.40,       110.90,       105.40,       106.25,                   360300.00,3300, ,       139.75,        72.95
N,SM,SATECH,S A TECH SOFTWARE INDIA L,        38.40,        38.80,        40.65,        38.80,        39.60,                   798700.00,20000, ,        60.75,        31.15
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       315.20,       315.00,       317.95,       312.10,       315.70,                 10085487.50,32000, ,       459.00,       225.35
N,ST,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       312.00,       300.00,       321.00,       300.00,       317.30,                  4644780.00,15000, ,       331.00,       147.40
N,ST,SABAR,SABAR FLEX INDIA LIMITED,         9.05,         9.50,         9.50,         9.50,         9.50,                   522500.00,55000, ,         9.55,         3.95
N,SM,SACHEEROME,SACHEEROME LIMITED,       455.45,       456.00,       490.10,       455.00,       485.25,                 22541805.00,47400, ,       517.00,       186.00
N,SM,SADHAV,SADHAV SHIPPING LIMITED,       111.95,       111.00,       112.50,       109.55,       110.65,                   996750.00,9000, ,       128.85,        86.30
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       277.20,       274.00,       279.75,       271.00,       273.00,                  8521975.00,31000, ,       319.00,       175.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,        99.40,        99.20,       100.70,        95.00,        99.95,                  1564300.00,16000, ,       266.15,        91.00
N,SM,SAHANA,SAHANA SYSTEM LIMITED,       927.90,       926.00,       930.95,       917.00,       920.30,                 18508485.00,20100, ,      1256.00,       685.00
N,ST,SAHASRA,SAHASRA ELECTRONIC SOLU L,       306.25,       308.95,       310.00,       301.00,       307.85,                  7476740.00,24400, ,       373.00,       188.35
N,ST,SAMAY,SAMAY PROJECT SERVICES L,        46.00,        44.50,        44.50,        44.50,        44.50,                   178000.00,4000, ,        52.50,        28.50
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,         4.95,         5.05,         5.05,         4.80,         4.80,                  1441000.00,296000, ,        26.80,         4.55
N,SM,SANGANI,SANGANI HOSPITALS LIMITED,        52.00,        54.60,        54.60,        54.60,        54.60,                   655200.00,12000, ,        77.00,        37.00
N,SM,SARTELE,SAR TELEVENTURE LIMITED,        91.35,        91.50,        93.50,        89.00,        89.40,                  3584000.00,39500, ,       264.85,        88.40
N,SM,SATKARTAR,SAT KARTAR LIFE LIMITED,       118.20,       118.40,       118.40,       115.95,       116.70,                  3371400.00,28800, ,       219.80,       112.00
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       402.25,       400.00,       405.95,       393.10,       400.60,                  9778290.00,24400, ,       580.00,       283.00
N,ST,SATIPOLY,SATI POLY PLAST LIMITED,        37.05,        38.00,        38.90,        38.00,        38.90,                    76750.00,2000, ,        82.00,        27.15
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,        62.00,        63.00,        63.00,        61.10,        61.50,                   695520.00,11200, ,       118.90,        43.50
N,SM,SAVY,SAVY INFRA AND LOGI LTD,       135.10,       135.10,       141.20,       135.10,       136.15,                 19156380.00,139200, ,       191.00,       108.00
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       150.15,       152.00,       159.95,       152.00,       159.95,                  1323090.00,8400, ,       351.00,       137.70
N,SM,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,        66.50,        67.50,        67.50,        67.50,        67.50,                   108000.00,1600, ,       118.55,        62.10
